"datetime";"id";"value";"index"
"2019-07-08 17:02:14";"Current";0.000748722;8226
"2019-07-08 17:02:14";"Temperature";28.2099;8227
"2019-07-08 17:02:14";"Voltage";252.743;8228
"2019-07-08 17:02:14";"Accelerometer1RMS";0.0428296;8229
"2019-07-08 17:02:14";"Accelerometer2RMS";0.0806121;8230
"2019-07-08 17:02:14";"Volume Flow RateRMS";37.0242;8231
"2019-07-08 17:02:14";"Pressure";-0.273216;8232
"2019-07-08 17:02:14";"Thermocouple";23.4457;8233
"2019-07-08 17:02:32";"Current";0.000848884;8234
"2019-07-08 17:02:32";"Temperature";28.3486;8235
"2019-07-08 17:02:32";"Voltage";240.488;8236
"2019-07-08 17:02:32";"Accelerometer1RMS";0.0433296;8237
"2019-07-08 17:02:32";"Accelerometer2RMS";0.0841163;8238
"2019-07-08 17:02:32";"Volume Flow RateRMS";37.0;8239
"2019-07-08 17:02:32";"Pressure";0.054711;8240
"2019-07-08 17:02:32";"Thermocouple";23.4492;8241
"2019-07-08 17:02:45";"Current";0.000764395;8242
"2019-07-08 17:02:45";"Temperature";28.6534;8243
"2019-07-08 17:02:45";"Voltage";235.642;8244
"2019-07-08 17:02:45";"Accelerometer1RMS";0.0441115;8245
"2019-07-08 17:02:45";"Accelerometer2RMS";0.0825774;8246
"2019-07-08 17:02:45";"Volume Flow RateRMS";37.9764;8247
"2019-07-08 17:02:45";"Pressure";0.054711;8248
"2019-07-08 17:02:45";"Thermocouple";23.4417;8249
"2019-07-08 17:02:46";"Current";0.000913934;8250
"2019-07-08 17:02:46";"Temperature";28.8157;8251
"2019-07-08 17:02:46";"Voltage";229.536;8252
"2019-07-08 17:02:46";"Accelerometer1RMS";0.0442437;8253
"2019-07-08 17:02:46";"Accelerometer2RMS";0.0799064;8254
"2019-07-08 17:02:46";"Volume Flow RateRMS";37.0242;8255
"2019-07-08 17:02:46";"Pressure";-0.273216;8256
"2019-07-08 17:02:46";"Thermocouple";23.4417;8257
"2019-07-08 17:02:47";"Current";0.000768371;8258
"2019-07-08 17:02:47";"Temperature";28.3558;8259
"2019-07-08 17:02:47";"Voltage";239.926;8260
"2019-07-08 17:02:47";"Accelerometer1RMS";0.0422978;8261
"2019-07-08 17:02:47";"Accelerometer2RMS";0.0819384;8262
"2019-07-08 17:02:47";"Volume Flow RateRMS";37.9764;8263
"2019-07-08 17:02:47";"Pressure";0.054711;8264
"2019-07-08 17:02:47";"Thermocouple";23.4362;8265
"2019-07-08 17:02:48";"Current";0.000800447;8266
"2019-07-08 17:02:48";"Temperature";28.7212;8267
"2019-07-08 17:02:48";"Voltage";227.497;8268
"2019-07-08 17:02:48";"Accelerometer1RMS";0.0423286;8269
"2019-07-08 17:02:48";"Accelerometer2RMS";0.0831416;8270
"2019-07-08 17:02:48";"Volume Flow RateRMS";37.0;8271
"2019-07-08 17:02:48";"Pressure";0.054711;8272
"2019-07-08 17:02:48";"Thermocouple";23.444;8273
"2019-07-08 17:02:49";"Current";0.000657939;8274
"2019-07-08 17:02:49";"Temperature";28.7702;8275
"2019-07-08 17:02:49";"Voltage";244.171;8276
"2019-07-08 17:02:49";"Accelerometer1RMS";0.0446462;8277
"2019-07-08 17:02:49";"Accelerometer2RMS";0.0815616;8278
"2019-07-08 17:02:49";"Volume Flow RateRMS";37.0;8279
"2019-07-08 17:02:49";"Pressure";0.054711;8280
"2019-07-08 17:02:49";"Thermocouple";23.4446;8281
"2019-07-08 17:02:50";"Current";0.000786084;8282
"2019-07-08 17:02:50";"Temperature";28.7273;8283
"2019-07-08 17:02:50";"Voltage";229.94;8284
"2019-07-08 17:02:50";"Accelerometer1RMS";0.043717;8285
"2019-07-08 17:02:50";"Accelerometer2RMS";0.0783524;8286
"2019-07-08 17:02:50";"Volume Flow RateRMS";37.0242;8287
"2019-07-08 17:02:50";"Pressure";-0.273216;8288
"2019-07-08 17:02:50";"Thermocouple";23.4438;8289
"2019-07-08 17:02:52";"Current";0.000803456;8290
"2019-07-08 17:02:52";"Temperature";28.7909;8291
"2019-07-08 17:02:52";"Voltage";233.969;8292
"2019-07-08 17:02:52";"Accelerometer1RMS";0.0412469;8293
"2019-07-08 17:02:52";"Accelerometer2RMS";0.0795068;8294
"2019-07-08 17:02:52";"Volume Flow RateRMS";37.9764;8295
"2019-07-08 17:02:52";"Pressure";0.054711;8296
"2019-07-08 17:02:52";"Thermocouple";23.4485;8297
"2019-07-08 17:02:53";"Current";0.000808988;8298
"2019-07-08 17:02:53";"Temperature";28.951;8299
"2019-07-08 17:02:53";"Voltage";214.774;8300
"2019-07-08 17:02:53";"Accelerometer1RMS";0.0436149;8301
"2019-07-08 17:02:53";"Accelerometer2RMS";0.0782122;8302
"2019-07-08 17:02:53";"Volume Flow RateRMS";37.0;8303
"2019-07-08 17:02:53";"Pressure";-0.273216;8304
"2019-07-08 17:02:53";"Thermocouple";23.4514;8305
"2019-07-08 17:02:54";"Current";0.000841288;8306
"2019-07-08 17:02:54";"Temperature";28.9827;8307
"2019-07-08 17:02:54";"Voltage";208.12;8308
"2019-07-08 17:02:54";"Accelerometer1RMS";0.0428902;8309
"2019-07-08 17:02:54";"Accelerometer2RMS";0.084062;8310
"2019-07-08 17:02:54";"Volume Flow RateRMS";37.0242;8311
"2019-07-08 17:02:54";"Pressure";-0.273216;8312
"2019-07-08 17:02:54";"Thermocouple";23.4491;8313
"2019-07-08 17:02:55";"Current";0.000799009;8314
"2019-07-08 17:02:55";"Temperature";28.9017;8315
"2019-07-08 17:02:55";"Voltage";237.491;8316
"2019-07-08 17:02:55";"Accelerometer1RMS";0.0445327;8317
"2019-07-08 17:02:55";"Accelerometer2RMS";0.0815884;8318
"2019-07-08 17:02:55";"Volume Flow RateRMS";37.9534;8319
"2019-07-08 17:02:55";"Pressure";0.054711;8320
"2019-07-08 17:02:55";"Thermocouple";23.4487;8321
"2019-07-08 17:02:56";"Current";0.000695441;8322
"2019-07-08 17:02:56";"Temperature";28.6149;8323
"2019-07-08 17:02:56";"Voltage";245.831;8324
"2019-07-08 17:02:56";"Accelerometer1RMS";0.0433075;8325
"2019-07-08 17:02:56";"Accelerometer2RMS";0.0775697;8326
"2019-07-08 17:02:56";"Volume Flow RateRMS";36.0243;8327
"2019-07-08 17:02:56";"Pressure";0.710565;8328
"2019-07-08 17:02:56";"Thermocouple";23.4342;8329
"2019-07-08 17:02:57";"Current";0.000715942;8330
"2019-07-08 17:02:57";"Temperature";28.6072;8331
"2019-07-08 17:02:57";"Voltage";241.02;8332
"2019-07-08 17:02:57";"Accelerometer1RMS";0.0410587;8333
"2019-07-08 17:02:57";"Accelerometer2RMS";0.0790232;8334
"2019-07-08 17:02:57";"Volume Flow RateRMS";37.0242;8335
"2019-07-08 17:02:57";"Pressure";0.054711;8336
"2019-07-08 17:02:57";"Thermocouple";23.4446;8337
"2019-07-08 17:02:58";"Current";0.00074783;8338
"2019-07-08 17:02:58";"Temperature";28.7072;8339
"2019-07-08 17:02:58";"Voltage";234.383;8340
"2019-07-08 17:02:58";"Accelerometer1RMS";0.0439483;8341
"2019-07-08 17:02:58";"Accelerometer2RMS";0.0795264;8342
"2019-07-08 17:02:58";"Volume Flow RateRMS";37.9534;8343
"2019-07-08 17:02:58";"Pressure";0.054711;8344
"2019-07-08 17:02:58";"Thermocouple";23.4446;8345
"2019-07-08 17:02:59";"Current";0.000611605;8346
"2019-07-08 17:02:59";"Temperature";28.5861;8347
"2019-07-08 17:02:59";"Voltage";220.584;8348
"2019-07-08 17:02:59";"Accelerometer1RMS";0.0434861;8349
"2019-07-08 17:02:59";"Accelerometer2RMS";0.0840407;8350
"2019-07-08 17:02:59";"Volume Flow RateRMS";36.0243;8351
"2019-07-08 17:02:59";"Pressure";-0.273216;8352
"2019-07-08 17:02:59";"Thermocouple";23.4484;8353
"2019-07-08 17:03:00";"Current";0.000666183;8354
"2019-07-08 17:03:00";"Temperature";28.6428;8355
"2019-07-08 17:03:00";"Voltage";253.16;8356
"2019-07-08 17:03:00";"Accelerometer1RMS";0.0438469;8357
"2019-07-08 17:03:00";"Accelerometer2RMS";0.0813656;8358
"2019-07-08 17:03:00";"Volume Flow RateRMS";37.0242;8359
"2019-07-08 17:03:00";"Pressure";0.054711;8360
"2019-07-08 17:03:00";"Thermocouple";23.444;8361
"2019-07-08 17:03:01";"Current";0.000736362;8362
"2019-07-08 17:03:01";"Temperature";28.607;8363
"2019-07-08 17:03:01";"Voltage";236.68;8364
"2019-07-08 17:03:01";"Accelerometer1RMS";0.0428124;8365
"2019-07-08 17:03:01";"Accelerometer2RMS";0.0772223;8366
"2019-07-08 17:03:01";"Volume Flow RateRMS";37.9764;8367
"2019-07-08 17:03:01";"Pressure";0.054711;8368
"2019-07-08 17:03:01";"Thermocouple";23.4469;8369
"2019-07-08 17:03:02";"Current";0.00086731;8370
"2019-07-08 17:03:02";"Temperature";28.564;8371
"2019-07-08 17:03:02";"Voltage";244.91;8372
"2019-07-08 17:03:02";"Accelerometer1RMS";0.0412386;8373
"2019-07-08 17:03:02";"Accelerometer2RMS";0.0801327;8374
"2019-07-08 17:03:02";"Volume Flow RateRMS";37.0;8375
"2019-07-08 17:03:02";"Pressure";0.054711;8376
"2019-07-08 17:03:02";"Thermocouple";23.4469;8377
"2019-07-08 17:03:03";"Current";0.000906438;8378
"2019-07-08 17:03:03";"Temperature";28.5804;8379
"2019-07-08 17:03:03";"Voltage";236.657;8380
"2019-07-08 17:03:03";"Accelerometer1RMS";0.0446883;8381
"2019-07-08 17:03:03";"Accelerometer2RMS";0.0806194;8382
"2019-07-08 17:03:03";"Volume Flow RateRMS";37.0242;8383
"2019-07-08 17:03:03";"Pressure";0.054711;8384
"2019-07-08 17:03:03";"Thermocouple";23.4474;8385
"2019-07-08 17:03:04";"Current";0.000736903;8386
"2019-07-08 17:03:04";"Temperature";28.4754;8387
"2019-07-08 17:03:04";"Voltage";212.022;8388
"2019-07-08 17:03:04";"Accelerometer1RMS";0.0433954;8389
"2019-07-08 17:03:04";"Accelerometer2RMS";0.0827056;8390
"2019-07-08 17:03:04";"Volume Flow RateRMS";37.9764;8391
"2019-07-08 17:03:04";"Pressure";-0.273216;8392
"2019-07-08 17:03:04";"Thermocouple";23.4493;8393
"2019-07-08 17:03:05";"Current";0.000729502;8394
"2019-07-08 17:03:05";"Temperature";28.6135;8395
"2019-07-08 17:03:05";"Voltage";209.595;8396
"2019-07-08 17:03:05";"Accelerometer1RMS";0.0429737;8397
"2019-07-08 17:03:05";"Accelerometer2RMS";0.0809409;8398
"2019-07-08 17:03:05";"Volume Flow RateRMS";37.0242;8399
"2019-07-08 17:03:05";"Pressure";0.382638;8400
"2019-07-08 17:03:05";"Thermocouple";23.4462;8401
"2019-07-08 17:03:06";"Current";0.000847777;8402
"2019-07-08 17:03:06";"Temperature";28.5825;8403
"2019-07-08 17:03:06";"Voltage";239.742;8404
"2019-07-08 17:03:06";"Accelerometer1RMS";0.0425317;8405
"2019-07-08 17:03:06";"Accelerometer2RMS";0.0762224;8406
"2019-07-08 17:03:06";"Volume Flow RateRMS";37.9764;8407
"2019-07-08 17:03:06";"Pressure";0.382638;8408
"2019-07-08 17:03:06";"Thermocouple";23.4355;8409
"2019-07-08 17:03:07";"Current";0.000849022;8410
"2019-07-08 17:03:07";"Temperature";28.7811;8411
"2019-07-08 17:03:07";"Voltage";228.577;8412
"2019-07-08 17:03:07";"Accelerometer1RMS";0.041848;8413
"2019-07-08 17:03:07";"Accelerometer2RMS";0.0816861;8414
"2019-07-08 17:03:07";"Volume Flow RateRMS";37.0242;8415
"2019-07-08 17:03:07";"Pressure";-0.273216;8416
"2019-07-08 17:03:07";"Thermocouple";23.4449;8417
"2019-07-08 17:03:08";"Current";0.000724422;8418
"2019-07-08 17:03:08";"Temperature";29.101;8419
"2019-07-08 17:03:08";"Voltage";223.144;8420
"2019-07-08 17:03:08";"Accelerometer1RMS";0.0452471;8421
"2019-07-08 17:03:08";"Accelerometer2RMS";0.0813841;8422
"2019-07-08 17:03:08";"Volume Flow RateRMS";37.9764;8423
"2019-07-08 17:03:08";"Pressure";0.054711;8424
"2019-07-08 17:03:08";"Thermocouple";23.4505;8425
"2019-07-08 17:03:09";"Current";0.000769935;8426
"2019-07-08 17:03:09";"Temperature";29.017;8427
"2019-07-08 17:03:09";"Voltage";234.432;8428
"2019-07-08 17:03:09";"Accelerometer1RMS";0.0432822;8429
"2019-07-08 17:03:09";"Accelerometer2RMS";0.0813679;8430
"2019-07-08 17:03:09";"Volume Flow RateRMS";37.0;8431
"2019-07-08 17:03:09";"Pressure";0.054711;8432
"2019-07-08 17:03:09";"Thermocouple";23.4448;8433
"2019-07-08 17:03:10";"Current";0.000815217;8434
"2019-07-08 17:03:10";"Temperature";29.1557;8435
"2019-07-08 17:03:10";"Voltage";226.697;8436
"2019-07-08 17:03:10";"Accelerometer1RMS";0.0420667;8437
"2019-07-08 17:03:10";"Accelerometer2RMS";0.0803243;8438
"2019-07-08 17:03:10";"Volume Flow RateRMS";37.0;8439
"2019-07-08 17:03:10";"Pressure";0.054711;8440
"2019-07-08 17:03:10";"Thermocouple";23.4512;8441
"2019-07-08 17:03:11";"Current";0.000649056;8442
"2019-07-08 17:03:11";"Temperature";29.0431;8443
"2019-07-08 17:03:11";"Voltage";231.265;8444
"2019-07-08 17:03:11";"Accelerometer1RMS";0.0425556;8445
"2019-07-08 17:03:11";"Accelerometer2RMS";0.0760716;8446
"2019-07-08 17:03:11";"Volume Flow RateRMS";37.0242;8447
"2019-07-08 17:03:11";"Pressure";0.054711;8448
"2019-07-08 17:03:11";"Thermocouple";23.4463;8449
"2019-07-08 17:03:12";"Current";0.000857295;8450
"2019-07-08 17:03:12";"Temperature";29.1092;8451
"2019-07-08 17:03:12";"Voltage";229.32;8452
"2019-07-08 17:03:12";"Accelerometer1RMS";0.0420323;8453
"2019-07-08 17:03:12";"Accelerometer2RMS";0.0818379;8454
"2019-07-08 17:03:12";"Volume Flow RateRMS";37.9764;8455
"2019-07-08 17:03:12";"Pressure";0.382638;8456
"2019-07-08 17:03:12";"Thermocouple";23.4511;8457
"2019-07-08 17:03:13";"Current";0.000773431;8458
"2019-07-08 17:03:13";"Temperature";29.1382;8459
"2019-07-08 17:03:13";"Voltage";231.364;8460
"2019-07-08 17:03:13";"Accelerometer1RMS";0.0451654;8461
"2019-07-08 17:03:13";"Accelerometer2RMS";0.081519;8462
"2019-07-08 17:03:13";"Volume Flow RateRMS";37.0;8463
"2019-07-08 17:03:13";"Pressure";0.054711;8464
"2019-07-08 17:03:13";"Thermocouple";23.4526;8465
"2019-07-08 17:03:14";"Current";0.000728918;8466
"2019-07-08 17:03:14";"Temperature";28.8737;8467
"2019-07-08 17:03:14";"Voltage";225.24;8468
"2019-07-08 17:03:14";"Accelerometer1RMS";0.0434713;8469
"2019-07-08 17:03:14";"Accelerometer2RMS";0.0829199;8470
"2019-07-08 17:03:14";"Volume Flow RateRMS";37.0242;8471
"2019-07-08 17:03:14";"Pressure";0.710565;8472
"2019-07-08 17:03:14";"Thermocouple";23.4421;8473
"2019-07-08 17:03:15";"Current";0.00076948;8474
"2019-07-08 17:03:15";"Temperature";29.2048;8475
"2019-07-08 17:03:15";"Voltage";250.286;8476
"2019-07-08 17:03:15";"Accelerometer1RMS";0.042604;8477
"2019-07-08 17:03:15";"Accelerometer2RMS";0.076218;8478
"2019-07-08 17:03:15";"Volume Flow RateRMS";37.0;8479
"2019-07-08 17:03:15";"Pressure";0.054711;8480
"2019-07-08 17:03:15";"Thermocouple";23.4476;8481
"2019-07-08 17:03:16";"Current";0.000919659;8482
"2019-07-08 17:03:16";"Temperature";29.2545;8483
"2019-07-08 17:03:16";"Voltage";229.164;8484
"2019-07-08 17:03:16";"Accelerometer1RMS";0.0410616;8485
"2019-07-08 17:03:16";"Accelerometer2RMS";0.0796652;8486
"2019-07-08 17:03:16";"Volume Flow RateRMS";37.0;8487
"2019-07-08 17:03:16";"Pressure";-0.601143;8488
"2019-07-08 17:03:16";"Thermocouple";23.4368;8489
"2019-07-08 17:03:17";"Current";0.00066365;8490
"2019-07-08 17:03:17";"Temperature";28.9115;8491
"2019-07-08 17:03:17";"Voltage";208.569;8492
"2019-07-08 17:03:17";"Accelerometer1RMS";0.0443567;8493
"2019-07-08 17:03:17";"Accelerometer2RMS";0.0808276;8494
"2019-07-08 17:03:17";"Volume Flow RateRMS";37.0;8495
"2019-07-08 17:03:17";"Pressure";0.054711;8496
"2019-07-08 17:03:17";"Thermocouple";23.4474;8497
"2019-07-08 17:03:19";"Current";0.000498522;8498
"2019-07-08 17:03:19";"Temperature";29.0044;8499
"2019-07-08 17:03:19";"Voltage";222.242;8500
"2019-07-08 17:03:19";"Accelerometer1RMS";0.0433985;8501
"2019-07-08 17:03:19";"Accelerometer2RMS";0.0846121;8502
